name,rating,price_original,price_current,discount_percent,days_until_sale,genre,reviews_count,player_trend,will_be_discounted
Left 4 Dead 2,95.5106335070023,32.785454290636565,16.234363454874067,47.81994257253619,20.60461707773634,Co-op,147843.60284488666,growing,1
Lost Ark,61.12687720294093,4.434393509792271,1.5266289703262212,20.11248966868218,1.6230804533563508,Horror,29772.275135831896,falling,1
Elden Ring,53.959114713919874,39.11451902663049,39.60948221079273,1.8720455719786058,0.532428882156098,Fighting,111866.17973449641,falling,0
Outlast,96.42738470710832,14.150633357873318,8.761770567570714,20.295848326927743,15.694386366917334,Indie,78350.22000833492,growing,1
Path of Exile,82.4644568770048,31.443113292524384,34.50708639140953,0.0,0.1677530929779787,Co-op,47315.71915719227,stable,0
UltraKill,81.4545326276109,68.5179758725502,68.10919378142916,0.0,0.0,Strategy,79829.57733727439,falling,0
NBA 2K25,53.31003079740879,36.5392177722244,38.171831359494206,0.0,0.1758518525401567,Strategy,157742.84770537165,growing,0
Dragon Ball FighterZ,62.922824855419755,6.812415899947821,4.318300286379819,49.2117983401701,29.80402462098218,Strategy,178240.87275513625,falling,1
Counter-Strike 2,89.17153792745839,47.92380177464315,32.960443283143015,30.29646429104529,30.0,Strategy,106483.81204771319,growing,1
Seven Days to Die,97.43362016936854,23.160765442007584,18.36314038135502,10.068282001097737,1.6121524219254688,Indie,153020.36688095404,falling,1
Little Nightmares II,47.55989930659155,22.156941919037735,20.67051033800504,0.0,0.0,Survival,27496.676963173657,stable,0
Rainbow Six Siege,76.93218237536354,22.524956223608903,4.353144585239361,72.35899964718092,29.728173475709454,RPG,106538.05858630358,falling,1
Path of Exile 2,82.6710531422057,1.282647321535566,0.5521382246678036,39.35128185103546,7.521999005419,Indie,151835.42609471537,stable,1
Mount & Blade II: Bannerlord,67.9683443843513,28.815899590779004,16.005124920260233,48.50013835845259,3.4181947735612437,Adventure,45670.74024732588,falling,1
Path of Exile 2,91.43991682329627,34.84523540309055,21.716359694230565,38.97260233679651,17.200442598756187,Fighting,91799.1437357066,falling,1
Bloodstained: Ritual of the Night,61.01434547816915,13.989924756208218,14.577833589787192,2.4316110504152535,0.3188803148739359,Metroidvania,113363.8073030289,growing,0
Lies of P,49.10890155909348,30.721482923301263,21.37376555825542,28.23659895328261,26.73852277535928,Action,41841.854123901416,stable,1
Mount & Blade II: Bannerlord,66.6226617794578,8.267703902374917,5.193274837819599,48.152302534080384,12.440851158409505,Puzzle,1915.3348359114812,growing,1
Risk of Rain 2,80.04145056627162,29.2403231730424,32.05265694269729,0.20104235860493005,0.0,Metroidvania,71159.35552025051,growing,0
Nier Automata,44.62490366031504,74.83971915171604,71.98757896673949,0.6039299976783912,0.16385340297747808,Shooter,99092.8020163282,growing,0
Euro Truck Simulator 2,48.79126546881528,14.247477869516977,15.382061816180164,0.9346123724294957,0.06383665960970325,Indie,27605.749501011298,stable,0
Planet Coaster,54.74171838891386,50.06795766730906,49.21944728695072,0.0,0.0,RPG,113218.02659614834,stable,0
Chivalry 2,44.04228248713237,13.669832791332437,13.34013514116907,0.2549469673654167,0.0,Action,55795.459341284455,growing,0
Hunt: Showdown,60.564429949472554,50.281742250685404,35.12584050854791,30.285222296064774,11.489778019424163,Fighting,112010.42611922692,falling,1
Cities: Skylines 2,76.78039578887125,71.72614967481368,33.618104003734274,49.80258403387517,6.478855318872939,Racing,33627.05535805263,stable,1
Sons of the Forest,74.40626808536504,73.87517148847016,35.76182724911348,49.034151578100186,2.0328617004239433,Roguelike,189272.23228164393,falling,1
Terraria,95.8977165544365,60.9544893521787,36.63201339976669,39.97810754861378,10.229164239196436,Indie,25815.434651661864,falling,1
No Man's Sky,92.75377087867136,58.111143238585264,54.058435544643984,9.730271415936421,30.0,Strategy,73938.99883566804,stable,1
Resident Evil 4 Remake,63.037209262098344,14.983528525916203,16.521957739131583,0.0,0.06645674698702218,Horror,92802.0624207652,falling,0
Banished,54.84078337559514,34.91633233347486,26.413164760127202,28.578085393547216,15.809895067750377,Indie,128293.90338678444,falling,1
Alan Wake 2,77.45619187682794,6.2852188507737905,6.3612270073834445,0.0,0.0,Fighting,134910.5521377018,growing,0
The Elder Scrolls V: Skyrim,62.394413137300695,39.98218918062995,41.32558198063991,2.2175648462228805,0.0,Indie,70350.43603876422,growing,0
Black Desert Online,52.42280118084177,41.41837348344377,41.73452832025066,1.2497707242311429,0.4287606093802849,Metroidvania,63680.430826107506,growing,0
Street Fighter 6,43.898587404564395,60.76940423120348,60.99956742666167,1.422387499814402,0.12211660470398421,Adventure,51229.22786911657,stable,0
Sekiro: Shadows Die Twice,61.92127190160204,28.833964684365615,26.685907651209938,2.1747121350600427,0.690107389932924,Simulation,148329.4173035512,falling,0
Cyber Hook,81.26280091009988,27.167686637828417,6.677300775187762,79.35087300314184,11.888550652936653,Puzzle,158941.3769322765,growing,1
Apex Legends,83.75440238599887,29.518758771386832,21.845776545273903,29.94644183733401,12.530960178733668,Sports,78952.2392133295,growing,1
Madden NFL 24,73.44490449664438,27.47915942206766,26.005463537671,0.39565558868582146,0.0,Sports,75185.0180469059,growing,0
Risk of Rain 2,97.78785959839622,43.13648450170859,7.6579817721102765,80.35518355422131,13.713264865591546,Racing,165649.6256825473,growing,1
Frostpunk 2,90.1867944260439,45.8777740764755,9.527228087605303,80.06630233462599,8.827180205739232,Puzzle,156947.60566411377,falling,1
Watch Dogs Legion,75.4948582321101,28.941157974698545,27.269494798044178,0.0,0.4338646920365694,Metroidvania,165198.2159409502,stable,0
UltraKill,77.34851483896315,13.726961014254186,3.6247993354409163,67.1142106108259,19.054642079382305,RPG,6743.616549904687,growing,1
The Binding of Isaac,41.340819472113964,72.61563975582844,58.025121367919105,21.386872367714897,28.7163196141737,Sports,45139.648335069585,falling,1
No Man's Sky,82.35325450008666,54.927586721906415,55.34267261881213,0.8866919519188914,0.0,Indie,182208.64809281053,falling,0
Fallout 4,85.54381944233415,68.69803323307377,34.578338296771406,50.325989088427974,5.612518153010181,Puzzle,3811.032524942356,growing,1
Final Fantasy VII Remake,75.99081711568995,73.43747112385313,75.69594488799848,1.0310749322242405,0.0,Fighting,3231.609842368751,growing,0
Cities: Skylines 2,54.639597994933226,49.714705060576506,48.280297928776804,1.5843667420724228,0.0,Puzzle,113681.22788718449,stable,0
American Truck Simulator,39.85720583682058,68.3748060784233,69.33531717555937,0.0,0.1779558162867785,Indie,142583.93290693912,falling,0
For Honor,85.63810078953308,54.16617968365903,52.16951855841994,1.273073869777281,0.0,Simulation,149517.58883620624,stable,0
Rainbow Six Siege,41.947001595503814,23.333175610729917,24.542085797331413,0.0,0.26110548575669285,Racing,101618.158237412,stable,0
Path of Exile 2,47.20023329682355,68.87912359673969,26.46123102507946,60.04930606826608,8.871259429446624,RPG,129697.0240239682,stable,1
Payday 3,76.84535834761907,3.3920991456297003,5.283552849705256,18.296173955846434,11.940508822683109,Horror,39225.816480403664,stable,1
Sekiro: Shadows Die Twice,46.20117135222914,66.32668320290924,69.27374047671042,0.0,0.0,Adventure,70990.1845135321,stable,0
Monster Hunter World,58.40856922666361,23.62525927545002,23.30188604535641,0.0,0.0,Sports,69648.90952157334,falling,0
CyberConnect,86.14486145048222,39.079284341392956,7.217895380742786,79.75223696568682,10.140028168397413,Strategy,26825.097396580404,stable,1
Ori and the Blind Forest,65.06274593182931,50.059341151999575,51.97948116332718,0.6262374787030249,0.2806389866361347,Fighting,46149.23474460681,falling,0
Resident Evil 4 Remake,42.336105326228775,73.32394818076348,72.00566508205863,0.0,0.7805839619208584,Shooter,65027.8393312781,growing,0
PUBG,68.4917597166682,5.764197957368902,2.6543553920946925,39.82695928038081,11.61345486842342,Strategy,85571.8450296527,stable,1
Apex Legends,49.876302079772735,24.37711567171984,24.59208977891506,0.0,0.8644477767969994,Horror,50302.32046096723,stable,0
Resident Evil 4 Remake,76.74324168919719,71.36261920055537,49.6981771529009,30.319570589763924,8.569779647474201,Adventure,131928.1105386897,growing,1
Lethal Company,83.6008647071266,50.14181293577925,27.473917660355312,48.959846632138515,0.8339870406686476,Sports,92825.43860503743,stable,1
Slime Rancher 2,71.47016702627218,69.17320630391875,47.885492321244094,30.31033769633579,8.25161426504472,Indie,144956.62439437374,falling,1
Fallout 4,47.378978344433,30.93492242887844,28.831456479631377,0.0,0.6710518057904382,Horror,40484.2941580312,falling,0
Path of Exile,42.00311238203948,5.547117401070487,3.234102185584207,72.48725610419416,24.76176304889645,Sports,71354.45658732977,growing,1
Hunt: Showdown,51.07016879837871,32.295655871055985,32.16304872287556,0.0,0.9084499586092981,Co-op,157591.80493973347,stable,0
Resident Evil Village,68.8398151731416,65.81310915507125,65.24001170784477,0.0,0.5569084293933382,Strategy,188702.00333446922,stable,0
Slime Rancher 2,78.72520621324153,56.75699020141128,58.50321566853762,1.0417875996247994,0.0,Action,41551.506315543775,stable,0
Outlast,41.873855370189155,10.263704662595046,6.494275926372486,31.908404884124987,17.624598775851236,RPG,8733.7949858673,stable,1
The Binding of Isaac,51.371352455761446,5.564872558874709,4.360474204567389,0.16586303414142023,0.17953630861021502,Fighting,14378.668790793938,growing,0
Dark Souls Remastered,90.2931784029574,76.70065343483334,76.2960870297183,0.0,0.3276943794459162,Horror,166997.22184046212,growing,0
The Elder Scrolls V: Skyrim,56.97622491172569,15.185567592237039,16.44889092235257,0.07933501286022118,0.8245478532369718,Simulation,39100.75192852094,growing,0
Monster Hunter Rise,45.77261935317219,14.006453036344396,3.2069032064420506,80.64262139766691,28.97741612094356,Racing,116875.67142432673,stable,1
Bloodstained: Ritual of the Night,62.14346077849088,68.87551910764344,68.63423103542645,0.0,0.0,Strategy,47762.01803524696,stable,0
Forza Horizon 5,68.07404186951004,68.62317625991442,70.18036978852936,0.6144930810919448,0.0,Fighting,179152.52149672026,falling,0
Far Cry 5,97.06553879410866,6.123841793487988,4.880697043735311,40.49870704817166,18.55967961448694,Puzzle,90218.25690313056,growing,1
Valheim,79.2717441537169,39.861401622601804,26.48656606586654,41.382934596930646,25.703037951252483,RPG,46990.21408936969,growing,1
Hotline Miami 2,64.00109351289714,51.58421897161183,14.91664599029125,70.39494686661357,27.60907246450613,Horror,107614.76377834583,growing,1
Chivalry 2,41.245643001312146,30.263923807342618,30.261606976452928,1.5252020555783061,0.3197040356532106,Strategy,81604.06261834913,falling,0
Oxygen Not Included,69.16974767590315,38.46630050974365,38.9286249909078,0.16832226659804667,0.008620530558709245,Co-op,147157.65222853978,falling,0
Euro Truck Simulator 2,69.94340911013327,46.62136674865987,18.872995663355457,60.26764797959157,1.235337195943297,Action,105761.8893752911,stable,1
Outlast,95.41044877491419,7.18036001588015,4.721906559567959,39.78530962039878,21.467256722329164,Fighting,149348.37617488753,stable,1
Guilty Gear Strive,81.90126865014123,41.30801385672042,16.155103514720487,58.450275784835355,14.116972282218496,Fighting,96766.49369881749,falling,1
Grand Theft Auto V,42.4669899187211,70.0476345957512,21.517616469617025,69.87194672782378,22.602253435904846,Simulation,172286.24902994404,stable,1
Black Desert Online,52.906764879399766,65.92449400956912,37.55861547003935,41.47591399437046,15.082612233861541,Horror,159457.10817155035,stable,1
Black Desert Online,61.74332915432519,71.76721168023661,66.35653823677856,12.694847179514733,23.0044844819677,Metroidvania,73218.35055329744,falling,1
Grand Theft Auto V,58.21052693451086,14.713950030034244,2.6547293932194886,76.79895295719291,14.331685460061342,Adventure,169028.72593028273,stable,1
Cuphead,85.04243377096226,6.780726073969555,5.000773495112192,19.43218236544776,15.30173010573802,Survival,155684.64467945337,falling,1
NBA 2K25,81.40143407578825,41.200219624950606,23.129336703006246,40.552607430073415,6.161410378041892,Adventure,54902.712734171895,stable,1
Rust,59.57222643887987,70.96578477070288,69.71769040697217,0.9121047898255747,0.4892950892523971,RPG,122955.06858966983,stable,0
Resident Evil 4 Remake,95.59772466293661,33.53198683086965,22.05202789334145,38.75689352668614,21.474507884892702,Shooter,13257.120591945277,growing,1
Sons of the Forest,50.97382493805802,9.27691354867734,5.690716943791789,2.516572618943753,0.10416234502833838,Co-op,145957.92136195034,falling,0
Madden NFL 24,86.10462140775653,68.36037268047671,34.6844236911668,47.61926906202084,6.204783865135561,Puzzle,8320.220420247231,growing,1
Elden Ring,64.39054273114493,50.863742794855,51.9647716103685,0.0,0.0,Simulation,84756.13607865556,falling,0
Street Fighter 6,45.48769728610052,28.773966620678376,27.74480662605232,0.0,0.5108574881215485,Fighting,47570.394059581406,stable,0
Destiny 2,92.0206144358016,20.04407836616463,2.279397882724045,81.83017013170382,9.788772486923985,Survival,28029.596889365977,falling,1
Dark Souls Remastered,69.37873625954748,48.381310547056934,46.568234596294566,0.1907657184939312,0.12524732600763724,Survival,126330.16123982755,stable,0
Cyberpunk 2077,93.8558218744727,67.15714687931207,46.55600290417628,27.92702181301532,8.72973891274603,Action,142999.2281518961,growing,1
Apex Legends,74.55033244422809,77.00846996566614,68.19321651449535,8.24083404295941,0.9659549414960307,Shooter,24340.493348168016,falling,1
Rainbow Six Siege,85.3614373272252,67.25580263728692,65.56039914162085,0.0,0.0,Indie,92971.8333427135,stable,0
Dark Souls III,43.45145296935779,28.347042068359805,28.614577394838093,0.8197427957609958,0.0,Simulation,51989.76637347611,growing,0
Warframe,63.351112885985955,36.35365332354201,24.6633812270702,27.792334487293914,21.917530251930057,Racing,73708.08491325882,growing,1
Path of Exile,45.39686306904777,56.091504622143695,55.610159897244515,0.5989172689929313,0.33058144037100945,Indie,90010.00142777934,stable,0
PUBG,46.946114247439496,56.288451730551635,57.531131712290865,0.3234091330663224,0.6994800421577253,Indie,118897.0049772725,stable,0
The Witcher 3,47.23271207916337,23.984830467951994,16.25881689107064,28.241991538819946,6.552183195880585,Indie,23353.903497304516,growing,1
Lethal Company,90.36586647495609,46.189399281081535,46.03490034771241,0.37593976415605784,0.0,Simulation,7041.467069758603,stable,0
Metal Gear Solid V,96.88474392339322,63.376213697731345,14.034972317260895,79.40507830400351,3.171878554724414,Horror,81183.0885183321,stable,1
Don't Starve Together,90.39928088079277,72.96575435003,14.442098392503251,81.43107284123226,18.375032020170398,Roguelike,67656.44554639468,stable,1
Bloodstained: Ritual of the Night,51.346479261357004,78.09415613421078,78.49113452887481,0.0,0.6431556080885833,Racing,285.1833319538023,growing,0
Final Fantasy VII Remake,93.24156534437056,46.646826359228754,47.02968056140168,0.0,0.0,Racing,17439.603601561714,growing,0
Black Desert Online,82.65169051943492,4.437855504888106,1.4501046220763782,50.352253065000596,15.387987231985633,Horror,32793.60593100841,falling,1
Cities: Skylines 2,40.398306272025536,71.70202466883595,73.35857238796214,0.0,0.3475648669921569,Racing,97618.92103152732,falling,0
Dota 2,70.12574883973066,31.76360769626389,31.8081399095173,1.3747226945860913,0.0,Adventure,11383.360368711772,growing,0
Risk of Rain 2,54.689721813176945,50.09678747426351,52.252810803858466,0.27344424593613204,0.31754181691373823,RPG,115960.24642495938,stable,0
Watch Dogs 2,62.80305055237551,52.19029361487337,49.863038078419315,0.814412111773583,0.5339906337900637,Survival,153864.23198259302,growing,0
Halo Master Chief Collection,46.73798003957783,57.386406049215225,57.57332736795685,3.812656058761399,0.2548450631915813,Simulation,3196.6864821178337,growing,0
No Man's Sky,43.70627568243023,11.451518198462603,2.7756486967836764,78.47499868403301,20.057217651269966,Shooter,111823.93244335672,falling,1
NBA 2K25,73.06926213920842,34.474119666976996,20.324695871367958,39.51192065082232,3.1824623812865633,Strategy,29788.316864686436,growing,1
Mortal Kombat 11,90.28961993638197,7.827912294572614,2.5467035039035686,79.92782838757871,1.266220487355484,RPG,90009.04525865057,stable,1
The Elder Scrolls V: Skyrim,40.844564501519535,58.72898677654675,58.22284130246366,0.0,0.6053145196714425,Horror,195898.96289691993,growing,0
Ori and the Will of the Wisps,63.33227460664647,59.91052432546967,53.75922952616429,8.948593539321452,22.884529292467224,Indie,105293.78875244898,falling,1
Final Fantasy VII Remake,88.73755383066863,79.2249497851901,62.983886778626,23.10044582662874,0.6467533693896599,Co-op,132289.20038180472,stable,1
Euro Truck Simulator 2,96.45863792387301,23.50675234310839,17.39569499409462,21.716531852614562,24.879585809645828,Adventure,77666.04746672872,falling,1
Final Fantasy XV,65.9394147097826,26.437855010479705,27.75932321382233,0.0,0.44358491768581354,Sports,187251.05009055464,stable,0
Cities: Skylines 2,73.41949889253742,41.39598546444365,6.517906678426748,81.1865838973563,4.367706797731795,Strategy,76954.53728027952,falling,1
Little Nightmares II,45.46294740394678,54.16801414295173,53.50752629942115,0.16186838482532426,0.0,Simulation,100206.64119408412,growing,0
Hotline Miami 2,81.8257429877413,30.873594108220676,21.946951363186948,29.290641415453134,18.679619425395487,Sports,159654.22468259648,growing,1
A Way Out,48.5773665012739,44.77167536587035,9.202312886939845,77.86734906234678,5.650019008345858,Racing,112439.77357519354,falling,1
Slime Rancher,61.348640873721564,16.94339780521503,16.144046372562936,0.0,0.4065207215995333,Simulation,113038.139402504,stable,0
CyberConnect,80.52190325779938,12.939150447885666,7.906728670550672,38.944885473973436,16.885277613437214,Indie,35915.23399697519,falling,1
Starfield,63.21556122687399,42.13349107325312,44.60236683271931,0.3507104791983257,0.0,Horror,41545.25551733498,stable,0
Ori and the Blind Forest,70.41419471933554,29.00948604395905,29.511975182624735,0.0,0.061346033872492614,Indie,182870.78154344304,growing,0
Cyberpunk 2077,86.49649534766885,51.01432180726241,44.55054654658012,10.849918347738486,14.391017207167673,Racing,172246.542885685,falling,1
Terraria,78.44087900384952,77.17270038955623,76.97250126302842,0.0,0.003765502729221897,Simulation,37357.63709962873,growing,0
It Takes Two,86.62344295539044,60.5670508080979,18.577845122884373,67.92851932124671,24.62514122516245,Adventure,191962.09798895565,stable,1
Little Nightmares,55.54694805183386,68.02939998662626,68.40399271244851,2.3582608796269344,0.0,Shooter,172296.45716846338,growing,0
Left 4 Dead 2,69.25370500828888,39.49422814322519,31.285521181195996,17.24625415053165,12.752823152588208,Horror,126564.32967735783,falling,1
Factorio,88.38090546018054,16.190637139769393,15.604395365852044,9.764498520535641,1.7642880003205914,Puzzle,127155.11097876122,growing,1
Dota 2,96.60871512627922,5.64505175242571,2.716710977938997,60.277318569345354,5.761565006246654,Racing,175158.1495193578,stable,1
Portal 2,55.68302032100034,16.60558192189277,15.690297197711573,0.9395371922441267,0.0009700614392936119,Simulation,41689.30189902809,growing,0
Oxygen Not Included,53.6843088754351,45.97354501953992,45.13126349951208,1.3099220184692144,0.0,Metroidvania,33389.19351116407,growing,0
Frostpunk 2,56.54607341805638,59.515808123331254,60.41521267357166,0.0,0.0,Action,73079.28022837675,growing,0
Tekken 8,64.37972601039054,12.438372233878711,9.946656779753955,21.198228791217534,20.787422918640754,Strategy,181032.64859746903,growing,1
Dead Cells,90.37636801628345,78.16471087608991,45.4784167342866,39.321994898848914,24.961521178918655,Roguelike,17795.833550005904,falling,1
Rainbow Six Siege,65.3570529796613,16.192745391319274,16.142661801626833,1.5926983451516146,0.9523591705627064,Survival,113831.27262157077,stable,0
Frostpunk,80.8627700446239,67.86820607104558,67.26453837034529,0.0,0.0,Strategy,79186.41706972825,falling,0
Tekken 8,91.41083553244465,72.31371347501575,76.94576416933813,0.0,0.33746366599756045,Horror,169943.41090933277,growing,0
Banished,53.68384785340999,46.403841302274984,47.879550400631715,0.0,0.6738301157747628,Metroidvania,178786.06108534354,stable,0
Terraria,97.19307283121289,11.102686759029995,12.061594850522557,21.812229374766197,7.588710866389781,Survival,7889.992713261651,falling,1
Apex Legends,93.32385521137546,52.55641654728133,53.011296120285344,0.2522108278668365,0.0,Racing,195310.15240672528,falling,0
ARK: Survival Evolved,94.44558124585747,8.422619985697377,4.249148687127002,59.0574036651831,22.493080929585872,RPG,192356.50987684797,stable,1
Escape from Tarkov,77.31787666338235,42.94563181682602,37.66269060984359,2.4589077799959345,0.0,Roguelike,156317.61196437303,stable,0
Valheim,46.722504118874994,62.036721125392745,63.65021823187925,0.3957243572888891,0.10871796952901448,Strategy,187091.67915695967,stable,0
Cities: Skylines,82.39702017519086,14.477167047346601,12.779108256416675,0.0,0.0,Simulation,87324.7353478976,stable,0
Left 4 Dead 2,86.2142708194281,43.982152641040805,17.292463736624082,58.56436999652669,9.405744106533872,Horror,96984.77878815113,falling,1
It Takes Two,60.19548655247298,75.61323688994904,77.98448304288196,0.0,0.3588474548153905,RPG,34353.17485396586,growing,0
PUBG,43.53029335610601,75.87962873148693,64.76153105937455,13.64655558403388,8.307299791867436,Survival,55440.539787876216,growing,1
Satisfactory,94.47153277826337,44.984308240735444,26.74953244835715,40.30461938241266,29.115762901728917,Fighting,167438.8448980182,growing,1
Hunt: Showdown,81.82399348546963,38.65152748603933,28.59281063893358,30.04885464089809,27.050525191733186,Action,57725.73024484641,stable,1
Halo Master Chief Collection,96.10244696093426,23.44577234579604,15.353859489652356,29.430168367812797,26.64966528248557,Shooter,143720.81878564728,falling,1
Oxygen Not Included,44.30632292940927,9.571826174296886,0.9930811450651804,80.21513681599623,19.06861760169706,Shooter,109451.29064316978,falling,1
RimWorld,54.50467716659516,25.103444273814038,23.288436744608283,0.37102372788695565,0.0,Adventure,18187.498033340788,falling,0
Banished,68.74219212849023,65.60402396767766,68.021851070227,0.0,0.0,Metroidvania,156477.83988181787,stable,0
Watch Dogs 2,64.04220775998967,62.12163313422098,66.61645831931062,0.0,0.9500563450880317,Strategy,45939.30330198842,stable,0
Lies of P,41.207648539710775,42.331545895167174,23.422203307865313,40.540493526242955,1.9125375792857946,Horror,104707.63881577324,falling,1
Team Fortress 2,82.06712942813961,2.4912479606105142,3.6621284604290367,0.0,0.024179685399093424,Roguelike,112983.41465768495,growing,0
Baldur's Gate 3,76.51806226163173,16.467595885226153,15.229928035412968,11.01499818717239,5.972091417218339,Racing,62164.3506377314,growing,1
Slime Rancher 2,49.08137287957119,5.403187662211974,7.314834984634217,0.0,0.4940477102247904,Action,57338.32014506754,growing,0
Cities: Skylines,57.303196203410565,71.46016857963942,48.48278796780065,28.58394345328231,28.952245602173846,Adventure,44185.96587303828,falling,1
Sekiro: Shadows Die Twice,76.89527834486174,70.09776936460491,14.502440641746324,79.22297083022183,3.0263431568283905,Horror,33632.34870190332,growing,1
Rainbow Six Siege,65.02223288051296,66.1812823589751,69.34799140207716,0.0,0.0,Strategy,110987.65050552848,growing,0
American Truck Simulator,84.51792161535698,72.06836198144946,35.79002367139909,49.492819275424495,7.2935290731348745,Survival,181731.61756333237,growing,1
Left 4 Dead 2,87.60741174055516,57.85589465204605,42.015365935540764,29.547809101538427,16.889658564444087,Simulation,194414.4473503374,falling,1
Devil May Cry 5,65.01871042042914,14.180018656540934,16.250158972882762,1.2498687451199797,0.41442715955470033,Shooter,185645.74875613634,growing,0
Watch Dogs Legion,88.2856410076091,20.453756980127604,11.347569881503878,47.58246876291464,17.473886168720647,Horror,101845.65409268432,growing,1
Chivalry 2,65.35055532469502,4.923385064964798,5.490231591912216,0.0,0.0,Metroidvania,3507.865660397218,falling,0
Black Desert Online,62.035597101312305,46.366018200358525,23.997462994007446,49.5779820214854,9.10771261115099,Puzzle,186388.1160815831,stable,1
Phasmophobia,79.22329677274465,73.15144097393697,72.4231146783111,0.0,0.7210571884872894,Metroidvania,22974.588123263136,growing,0
Baldur's Gate 3,66.33536218729417,47.45676720356814,47.59405743910928,0.0,0.11610058959972093,Adventure,20135.009058503347,growing,0
Cities: Skylines 2,66.39785144031829,42.00866673387621,39.978609305038646,0.0,0.0,Metroidvania,122367.0025604478,falling,0
Palworld,65.98398988007231,15.795317990193853,16.616938522835287,0.0,0.003669098504350446,Shooter,180116.543818195,growing,0
Madden NFL 24,64.68998325426548,15.396940595090113,15.163314107813713,0.507208459052014,0.23121612226990626,Horror,19905.486982841685,falling,0
Portal 2,67.5194138659866,37.81318888507831,35.66742282640827,0.3121630055020023,0.0,Co-op,194495.7105207141,growing,0
Hunt: Showdown,85.78748966215623,15.810596492728838,17.692139573947628,0.0,0.34427160820019664,Survival,14932.695333248368,falling,0
ARK: Survival Evolved,43.628924606107,7.332579941229847,4.085076946929918,0.8902683042866202,0.0,RPG,117213.14829605553,growing,0
Tekken 8,68.3705147543744,7.831024592680209,5.843101246559269,37.19629440510707,26.567037897162574,RPG,111035.82801209528,growing,1
Dota 2,88.30451075135007,29.492855866063692,28.834275994753227,0.0,0.0,Metroidvania,178451.67716777182,falling,0
Tekken 8,53.61551179704565,47.837749474221376,48.117455083138225,0.0,0.6070834816387584,Shooter,148842.23099631316,stable,0
Cyber Hook,81.49701621121041,81.65428451396487,81.41580662759279,0.0,0.40820695295852055,Sports,158565.11967609794,falling,0
Metal Gear Solid V,69.99648656227748,20.45499873748416,19.386702372590264,0.0,0.0,Racing,22758.512587555437,growing,0
The Binding of Isaac,96.12167942180875,15.240205651402965,12.231315994243861,0.0,0.0,Sports,73542.44987889176,stable,0
Euro Truck Simulator 2,63.69187987366355,53.87260741315977,53.942608456930365,0.26482437733968056,1.3359289179121083,Simulation,87943.41651696368,falling,0
Phasmophobia,69.14916085405505,17.370023501628395,17.36609503950214,0.0,0.0,Survival,115831.22718594468,growing,0
Destiny 2,53.20339045453907,51.07373376964048,36.30598837678868,30.95804654699462,20.33616511220118,Horror,121205.85129069316,stable,1
ARK: Survival Evolved,58.440778660206554,39.69831072747641,40.19603657987839,0.039822256751224104,0.0,Action,121936.3682321642,stable,0
Inside,74.37708241717328,79.35336006784135,57.851178948037656,28.150257001214186,27.990094119083842,Racing,142574.00468652145,falling,1
Dark Souls III,97.32412602602557,63.582265183700336,20.850682691709768,69.78809755664825,10.636501809554055,Adventure,116626.39040871385,stable,1
Payday 3,80.26122328042324,72.74050451009995,62.326439908213615,12.005064984537823,28.17178260244306,Sports,156021.13703503468,stable,1
Destiny 2,57.066869517689035,50.53997614779634,51.2513773483975,0.0,0.017552466314127338,Co-op,81025.95020698202,growing,0
Fallout 4,88.63005448238508,25.14352590773914,7.37311344837777,70.2544374439827,4.729887667464984,Shooter,153390.3338308335,stable,1
Hades,49.48021781353424,26.39061331255018,27.46744686871672,0.9183112395834434,0.5980302879830782,Shooter,104732.12493730684,stable,0
ARK: Survival Evolved,40.98553737606254,36.38996786074145,29.762692011289367,20.70651117615169,2.346311123121626,Fighting,135101.88270518885,growing,1
Cyberpunk 2077,54.55132582405052,22.433824289689717,20.371834398440242,0.0,0.0,Horror,151324.86170162237,stable,0
Stardew Valley,43.451517907345604,70.39295179892211,19.571060094300805,69.67710474120634,22.421506237921356,Simulation,172462.75631750203,stable,1
Halo Infinite,60.809919039508436,48.45796898516073,46.24480102415149,0.0,0.0,Roguelike,80443.79132111528,growing,0
Inside,68.51582892592369,27.83332636585984,14.777485514390204,52.20532897129096,4.123032287035048,Adventure,45060.21934152394,falling,1
Slime Rancher,92.04467265235738,53.98932860078305,54.40002286248047,0.0,0.10659882037872948,Survival,12908.300680936036,falling,0
Sons of the Forest,53.46744908444546,43.43789319971306,9.618157601714863,79.80387786299893,16.43315471208418,Shooter,137590.22393161256,growing,1
Doom Eternal,93.75412689133765,21.42316900815775,21.13211106978587,9.506929123838923,29.956033028404732,Sports,67932.3528092857,falling,1
Dragon Ball FighterZ,66.00576191720825,6.056829322399107,5.63598650155618,0.0,0.6433406891008904,Sports,174008.0557080834,falling,0
Baldur's Gate 3,96.93177899256763,31.46269137899323,24.10900777686639,22.060271603423843,24.59202713083248,Indie,95780.76828062888,falling,1
The Division 2,89.56240084168252,10.253223085653884,11.668725482175615,0.0,0.0,Strategy,43633.352501225236,stable,0
Nier Automata,80.38840412389683,34.80418522430481,7.221808516102357,76.74925624408445,2.7353150013484995,Horror,15505.291222464208,stable,1
Starfield,45.95758198206782,18.707439292994295,20.419020087753957,0.0,0.23527885561046805,Roguelike,116336.3491076462,growing,0
